record_id,channel,customer_message,agent_response,resolution_summary,created_at,resolved_at,product_area,issue_category,raw_text,audit_status,exclusion_reason,duplicate_group_id,anomaly_flags
NR-0112,chat,We need after-hours web leads for the catering team to create a manager task and send an SMS summary.,"Create an automation with the after-hours schedule, add the task action first, then add the SMS summary action with the lead name and source fields.",After-hours automation configured with task creation and SMS summary.,2026-05-28T11:15:00Z,2026-05-28T12:05:00Z,automations,configuration,"Customer: We need after-hours web leads for the catering team to create a manager task and send an SMS summary.
Agent: Create an automation with the after-hours schedule, add the task action first, then add the SMS summary action with the lead name and source fields.
Resolution: After-hours automation configured with task creation and SMS summary.",keep,,,
NR-0113,email,The invoice receipt for our catering team shows the old billing contact name.,"Update the billing contact in Workspace billing, then regenerate the receipt from Billing history so the exported PDF uses the new name.",Billing contact updated and receipt regenerated from billing history.,2026-05-01T12:15:00Z,2026-05-01T13:05:00Z,billing,billing_question,"Subject: Northstar Relay support
Customer wrote: The invoice receipt for our catering team shows the old billing contact name.
Support replied: Update the billing contact in Workspace billing, then regenerate the receipt from Billing history so the exported PDF uses the new name.",keep,,,
NR-0114,internal_note,Shopfront orders are not creating Relay tasks for the catering team since yesterday.,"Reconnect the Shopfront integration, confirm task creation is enabled, and replay the failed order event from Integration logs.",Integration reconnected and failed order event replayed.,2026-05-02T13:15:00Z,2026-05-02T14:05:00Z,integrations,technical_troubleshooting,"Case note. Customer problem: Shopfront orders are not creating Relay tasks for the catering team since yesterday. Support response: Reconnect the Shopfront integration, confirm task creation is enabled, and replay the failed order event from Integration logs. Outcome: Integration reconnected and failed order event replayed.",keep,,,note_derived
NR-0115,mixed,The weekly response report for the catering team is missing closed chat conversations.,"Edit the report filter, include chat as a source, and set conversation status to closed plus resolved so the export matches support totals.",Report filter updated to include closed chat conversations.,2026-05-03T14:15:00Z,2026-05-03T15:05:00Z,reporting,how_to,"MIXED THREAD :: user=The weekly response report for the catering team is missing closed chat conversations. :: assistant=Edit the report filter, include chat as a source, and set conversation status to closed plus resolved so the export matches support totals. :: outcome=Report filter updated to include closed chat conversations.",keep,,,mixed_format_source
NR-0116,chat,Push notifications for our catering team arrive late on Android but desktop alerts are instant.,"Check that battery optimization is disabled for Northstar Relay, then refresh the device registration from Mobile settings.",Mobile device registration refreshed after battery optimization check.,2026-05-04T15:15:00Z,2026-05-04T16:05:00Z,mobile_app,technical_troubleshooting,"Customer: Push notifications for our catering team arrive late on Android but desktop alerts are instant.
Agent: Check that battery optimization is disabled for Northstar Relay, then refresh the device registration from Mobile settings.
Resolution: Mobile device registration refreshed after battery optimization check.",keep,,,
NR-0117,email,A new teammate at the catering team cannot accept the invite after we changed domains.,"Cancel the pending invite, send a new invite to the current domain, and ask the teammate to open it in a private browser window.",Invite resent for the current domain and pending stale invite removed.,2026-05-05T16:15:00Z,2026-05-05T17:05:00Z,user_management,account_access,"Subject: Northstar Relay support
Customer wrote: A new teammate at the catering team cannot accept the invite after we changed domains.
Support replied: Cancel the pending invite, send a new invite to the current domain, and ask the teammate to open it in a private browser window.",keep,,,
NR-0118,internal_note,The catering team workspace shows appointments in the wrong local time.,"Set the workspace time zone under Settings, then refresh calendar sync so existing appointment cards display in the local time.",Workspace time zone corrected and calendar sync refreshed.,2026-05-06T08:15:00Z,2026-05-06T09:05:00Z,workspace_settings,configuration,"Case note. Customer problem: The catering team workspace shows appointments in the wrong local time. Support response: Set the workspace time zone under Settings, then refresh calendar sync so existing appointment cards display in the local time. Outcome: Workspace time zone corrected and calendar sync refreshed.",keep,,,note_derived
NR-0119,mixed,Can we pin VIP customer messages for the catering team above the regular inbox queue?,"Add a VIP tag rule with priority inbox placement, then turn on pinned queue view for the support team.",VIP tag rule added and pinned queue view enabled.,2026-05-07T09:15:00Z,2026-05-07T10:05:00Z,inbox_routing,how_to,"MIXED THREAD :: user=Can we pin VIP customer messages for the catering team above the regular inbox queue? :: assistant=Add a VIP tag rule with priority inbox placement, then turn on pinned queue view for the support team. :: outcome=VIP tag rule added and pinned queue view enabled.",keep,,,mixed_format_source
NR-0120,chat,Our reminder automation for the catering team sends twice when a customer replies quickly.,Add a condition that skips the reminder if the conversation received a customer reply after the trigger time.,Reminder automation updated with a reply-after-trigger condition.,2026-05-08T10:15:00Z,2026-05-08T11:05:00Z,automations,technical_troubleshooting,"Customer: Our reminder automation for the catering team sends twice when a customer replies quickly.
Agent: Add a condition that skips the reminder if the conversation received a customer reply after the trigger time.
Resolution: Reminder automation updated with a reply-after-trigger condition.",keep,,,
NR-0121,chat,Messages tagged billing for our bakery still keep landing in Unassigned after we changed the routing rule.,"Open Routing rules, move the billing rule above the catch-all rule, then run the preview against the last five messages before saving.",Rule order corrected; future billing messages route to the expected team.,2026-05-09T11:15:00Z,2026-05-09T12:05:00Z,inbox_routing,technical_troubleshooting,"Customer: Messages tagged billing for our bakery still keep landing in Unassigned after we changed the routing rule.
Agent: Open Routing rules, move the billing rule above the catch-all rule, then run the preview against the last five messages before saving.
Resolution: Rule order corrected; future billing messages route to the expected team.",review,near_duplicate,DUP-ROUTE-001,near_duplicate
NR-0122,email,Messages tagged billing for our bakery still land in Unassigned after we changed the routing rule.,"Open Routing rules, move the billing rule above the catch-all rule, then run the preview against the last five messages before saving.",Rule order corrected; future billing messages route to the expected team.,2026-05-10T12:15:00Z,2026-05-10T13:05:00Z,inbox_routing,technical_troubleshooting,"Subject: Northstar Relay support
Customer wrote: Messages tagged billing for our bakery still land in Unassigned after we changed the routing rule.
Support replied: Open Routing rules, move the billing rule above the catch-all rule, then run the preview against the last five messages before saving.",remove,exact_duplicate,DUP-ROUTE-001,exact_duplicate
NR-0123,internal_note,The invoice receipt for our clinic still shows the old billing contact name.,"Update the billing contact in Workspace billing, then regenerate the receipt from Billing history so the exported PDF uses the new name.",Billing contact updated and receipt regenerated from billing history.,2026-05-11T13:15:00Z,2026-05-11T14:05:00Z,billing,billing_question,"Case note. Customer problem: The invoice receipt for our clinic still shows the old billing contact name. Support response: Update the billing contact in Workspace billing, then regenerate the receipt from Billing history so the exported PDF uses the new name. Outcome: Billing contact updated and receipt regenerated from billing history.",review,near_duplicate,DUP-BILL-001,near_duplicate
NR-0124,mixed,The invoice receipt for our clinic shows the old billing contact name.,"Update the billing contact in Workspace billing, then regenerate the receipt from Billing history so the exported PDF uses the new name.",Billing contact updated and receipt regenerated from billing history.,2026-05-12T14:15:00Z,2026-05-12T15:05:00Z,billing,billing_question,"MIXED THREAD :: user=The invoice receipt for our clinic shows the old billing contact name. :: assistant=Update the billing contact in Workspace billing, then regenerate the receipt from Billing history so the exported PDF uses the new name. :: outcome=Billing contact updated and receipt regenerated from billing history.",remove,exact_duplicate,DUP-BILL-001,exact_duplicate
NR-0125,chat,,The report filter was updated.,,2026-05-13T15:15:00Z,2026-05-13T16:05:00Z,reporting,how_to,"Customer:
Agent: The report filter was updated.
Resolution:",review,missing_customer_context,,missing_customer_context
NR-0126,email,Northstar Relay did not behave as expected.,Please share the affected workflow and timestamp so support can verify.,,2026-05-14T16:15:00Z,2026-05-14T17:05:00Z,mobile_app,escalation,"Subject: Northstar Relay support
Customer wrote: Northstar Relay did not behave as expected.
Support replied: Please share the affected workflow and timestamp so support can verify.",review,missing_resolution_context,,missing_resolution_context
NR-0127,internal_note,Notifications stopped after...,"Please check mobile settings, then",,2026-05-15T08:15:00Z,2026-05-15T09:05:00Z,mobile_app,technical_troubleshooting,"Case note. Customer problem: Notifications stopped after... Support response: Please check mobile settings, then Outcome:",review,truncated_message,,truncated
NR-0128,mixed,Northstar Relay did not behave as expected.,Please share the affected workflow and timestamp so support can verify.,,bad-timestamp,bad-timestamp,workspace_settings,how_to,MIXED THREAD :: user=Northstar Relay did not behave as expected. :: assistant=Please share the affected workflow and timestamp so support can verify. :: outcome=,review,malformed_timestamp,,malformed_timestamp
NR-0129,chat,Relay is not doing the thing from yesterday.,Can you share which workflow or inbox this concerns?,,2026-05-17T10:15:00Z,2026-05-17T11:05:00Z,inbox_routing,configuration,"Customer: Relay is not doing the thing from yesterday.
Agent: Can you share which workflow or inbox this concerns?
Resolution:",review,ambiguous_customer_goal,,ambiguous
NR-0130,email,A former employee still appears in our workspace.,I will escalate this to account security for review.,,2026-05-18T11:15:00Z,2026-05-18T12:05:00Z,user_management,escalation,"Subject: Northstar Relay support
Customer wrote: A former employee still appears in our workspace.
Support replied: I will escalate this to account security for review.",review,escalation_required,,needs_human_review
NR-0131,internal_note,Northstar Relay did not behave as expected.,Please share the affected workflow and timestamp so support can verify.,,2026-05-19T12:15:00Z,2026-05-19T13:05:00Z,billing,configuration,Case note. Customer problem: Northstar Relay did not behave as expected. Support response: Please share the affected workflow and timestamp so support can verify. Outcome:,review,internal_note_only,,missing_customer_context
NR-0132,mixed,Northstar Relay did not behave as expected.,Please share the affected workflow and timestamp so support can verify.,,2026-05-20T13:15:00Z,2026-05-20T14:05:00Z,integrations,escalation,MIXED THREAD :: user=Northstar Relay did not behave as expected. :: assistant=Please share the affected workflow and timestamp so support can verify. :: outcome=,review,partial_mixed_format,,missing_resolution_context
NR-0133,chat,Northstar Relay did not behave as expected.,Please share the affected workflow and timestamp so support can verify.,,bad-timestamp,bad-timestamp,reporting,technical_troubleshooting,"Customer: Northstar Relay did not behave as expected.
Agent: Please share the affected workflow and timestamp so support can verify.
Resolution:",review,malformed_timestamp,,malformed_timestamp
NR-0134,email,Relay is not doing the thing from yesterday.,Can you share which workflow or inbox this concerns?,,2026-05-22T15:15:00Z,2026-05-22T16:05:00Z,inbox_routing,configuration,"Subject: Northstar Relay support
Customer wrote: Relay is not doing the thing from yesterday.
Support replied: Can you share which workflow or inbox this concerns?",review,ambiguous_product_area,,ambiguous
NR-0135,internal_note,Please refund the last invoice today.,A billing specialist must verify the request.,,2026-05-23T16:15:00Z,2026-05-23T17:05:00Z,billing,escalation,Case note. Customer problem: Please refund the last invoice today. Support response: A billing specialist must verify the request. Outcome:,review,billing_action_requires_human,,needs_human_review
NR-0136,mixed,Can you suggest lunch ideas for the team?,,,2026-05-24T08:15:00Z,2026-05-24T09:05:00Z,workspace_settings,configuration,MIXED THREAD :: user=Can you suggest lunch ideas for the team? :: assistant= :: outcome=,remove,off_topic_content,,unsupported
NR-0137,chat,,,,2026-05-25T09:15:00Z,2026-05-25T10:05:00Z,workspace_settings,configuration,"Customer:
Agent:
Resolution:",remove,spam_or_test_record,,unsupported
NR-0138,email,Northstar Relay did not behave as expected.,,,2026-05-26T10:15:00Z,2026-05-26T11:05:00Z,automations,escalation,"Subject: Northstar Relay support
Customer wrote: Northstar Relay did not behave as expected.
Support replied:",remove,no_support_response,,missing_response
NR-0139,internal_note,Can Relay tell me if this contract is legally enforceable?,,,2026-05-27T11:15:00Z,2026-05-27T12:05:00Z,billing,billing_question,Case note. Customer problem: Can Relay tell me if this contract is legally enforceable? Support response: Outcome:,remove,unsupported_legal_request,,unsupported
NR-0140,mixed,,,,2026-05-28T12:15:00Z,2026-05-28T13:05:00Z,workspace_settings,configuration,MIXED THREAD :: user= :: assistant= :: outcome=,remove,empty_transcript,,missing_customer_context
NR-0141,chat,The integration is failing again.,,,2026-05-01T13:15:00Z,2026-05-01T14:05:00Z,integrations,technical_troubleshooting,"Customer: The integration is failing again.
Agent:
Resolution:",remove,customer_only_thread,,missing_response
NR-0142,email,,The report filter was updated.,,2026-05-02T14:15:00Z,2026-05-02T15:05:00Z,reporting,how_to,"Subject: Northstar Relay support
Customer wrote:
Support replied: The report filter was updated.",remove,assistant_only_note,,missing_customer_context
NR-0143,internal_note,Northstar Relay did not behave as expected.,,,2026-05-03T15:15:00Z,2026-05-03T16:05:00Z,user_management,configuration,Case note. Customer problem: Northstar Relay did not behave as expected. Support response: Outcome:,remove,external_product_request,,unsupported
NR-0144,mixed,Northstar Relay did not behave as expected.,,,2026-05-04T16:15:00Z,2026-05-04T17:05:00Z,workspace_settings,escalation,MIXED THREAD :: user=Northstar Relay did not behave as expected. :: assistant= :: outcome=,remove,training_unsuitable_rant,,unsupported
NR-0145,chat,Northstar Relay did not behave as expected.,,,bad-timestamp,bad-timestamp,inbox_routing,technical_troubleshooting,"Customer: Northstar Relay did not behave as expected.
Agent:
Resolution:",remove,malformed_without_context,,malformed_timestamp|missing_response
NR-0146,email,Can you suggest lunch ideas for the team?,,,2026-05-06T09:15:00Z,2026-05-06T10:05:00Z,workspace_settings,configuration,"Subject: Northstar Relay support
Customer wrote: Can you suggest lunch ideas for the team?
Support replied:",remove,off_topic_content,,unsupported
NR-0147,internal_note,Northstar Relay did not behave as expected.,,,2026-05-07T10:15:00Z,2026-05-07T11:05:00Z,billing,billing_question,Case note. Customer problem: Northstar Relay did not behave as expected. Support response: Outcome:,remove,no_customer_problem,,missing_customer_context
NR-0148,mixed,Write a custom scraper for another vendor portal.,,,2026-05-08T11:15:00Z,2026-05-08T12:05:00Z,integrations,how_to,MIXED THREAD :: user=Write a custom scraper for another vendor portal. :: assistant= :: outcome=,remove,unsupported_custom_code,,unsupported
NR-0149,chat,The invoice receipt for our clinic shows the old billing contact name.,"Update the billing contact in Workspace billing, then regenerate the receipt from Billing history so the exported PDF uses the new name.",Billing contact updated and receipt regenerated from billing history.,2026-05-09T12:15:00Z,2026-05-09T13:05:00Z,billing,billing_question,"Customer: The invoice receipt for our clinic shows the old billing contact name.
Agent: Update the billing contact in Workspace billing, then regenerate the receipt from Billing history so the exported PDF uses the new name.
Resolution: Billing contact updated and receipt regenerated from billing history.",remove,duplicate_without_resolution,DUP-BILL-001,exact_duplicate|missing_response
NR-0150,email,A former employee still appears in our workspace.,I will escalate this to account security for review.,,2026-05-10T13:15:00Z,2026-05-10T14:05:00Z,user_management,escalation,"Subject: Northstar Relay support
Customer wrote: A former employee still appears in our workspace.
Support replied: I will escalate this to account security for review.",review,ambiguous_escalation,,ambiguous|needs_human_review
NR-0151,internal_note,Notifications stopped after...,"Please check mobile settings, then",,2026-05-11T14:15:00Z,2026-05-11T15:05:00Z,mobile_app,technical_troubleshooting,"Case note. Customer problem: Notifications stopped after... Support response: Please check mobile settings, then Outcome:",review,truncated_message,,truncated
NR-0152,mixed,Northstar Relay did not behave as expected.,Please share the affected workflow and timestamp so support can verify.,,2026-05-12T15:15:00Z,2026-05-12T16:05:00Z,workspace_settings,how_to,MIXED THREAD :: user=Northstar Relay did not behave as expected. :: assistant=Please share the affected workflow and timestamp so support can verify. :: outcome=,review,missing_resolution_context,,missing_resolution_context
